0.0023375,0.0022375
0.002675,0.002275
0.0057125,0.0027125
0.01145,0.00545
0.021975,0.006575
0.03995,0.01045
0.065537,0.018437
0.085438,0.030738
0.1092,0.0495
0.11931,0.063912
0.13851,0.082613
0.14969,0.10419
0.16291,0.10881
0.18109,0.11889
0.20108,0.12427
0.22268,0.12998
0.24532,0.13992
0.26022,0.15323
0.27458,0.16328
0.28839,0.17359
0.29928,0.18568
0.30607,0.19787
0.31093,0.21143
0.31684,0.21754
0.32517,0.22018
0.3376,0.2228
0.34073,0.22503
0.34826,0.22646
0.37229,0.22909
0.37186,0.23146
0.3708,0.2331
0.37466,0.23506
0.37354,0.23654
0.37659,0.23799
0.37519,0.23949
0.37606,0.23996
0.37484,0.24104
0.37417,0.24277
0.37464,0.24344
