0.0025375,0.0042375
0.003775,0.004575
0.0062125,0.0057125
0.01125,0.00705
0.021475,0.008775
0.03745,0.01225
0.062437,0.019238
0.082738,0.030638
0.1047,0.0479
0.11701,0.063212
0.13521,0.081513
0.14579,0.10379
0.15871,0.10831
0.17489,0.11839
0.19657,0.12348
0.22357,0.12818
0.24543,0.13742
0.26122,0.15122
0.27648,0.16078
0.29169,0.17089
0.30178,0.18218
0.30667,0.19498
0.31022,0.21093
0.31434,0.21774
0.32157,0.22068
0.3317,0.2233
0.34142,0.22523
0.35066,0.22646
0.35829,0.22989
0.36356,0.23126
0.3641,0.2334
0.36726,0.23486
0.36874,0.23684
0.36969,0.23789
0.37279,0.23959
0.37096,0.24026
0.37144,0.24164
0.37147,0.24258
0.37074,0.24404
