0.0026375,0.0022375
0.003675,0.002275
0.0063125,0.0027125
0.01155,0.00545
0.023475,0.006575
0.04045,0.01045
0.066537,0.018437
0.086238,0.030738
0.1137,0.0495
0.12151,0.063912
0.14021,0.082613
0.15279,0.10419
0.16851,0.10881
0.18919,0.11889
0.21038,0.12427
0.22587,0.12998
0.25162,0.13992
0.26632,0.15323
0.28008,0.16328
0.30019,0.17359
0.30717,0.18568
0.30847,0.19787
0.31052,0.21143
0.31794,0.21754
0.32508,0.22018
0.3273,0.2228
0.33622,0.22503
0.35656,0.22646
0.35969,0.22909
0.36356,0.23146
0.362,0.2331
0.36396,0.23506
0.36344,0.23654
0.36559,0.23799
0.36459,0.23949
0.36776,0.23996
0.36654,0.24104
0.36607,0.24277
0.36624,0.24344
