0.0026375,0.0042375
0.003675,0.004575
0.0063125,0.0057125
0.01155,0.00705
0.023475,0.008775
0.04045,0.01225
0.066537,0.019238
0.086238,0.030638
0.1137,0.0479
0.12151,0.063212
0.14021,0.081513
0.15279,0.10379
0.16851,0.10831
0.18919,0.11839
0.21038,0.12348
0.22587,0.12818
0.25162,0.13742
0.26632,0.15122
0.28008,0.16078
0.30019,0.17089
0.30717,0.18218
0.30847,0.19498
0.31052,0.21093
0.31794,0.21774
0.32508,0.22068
0.3273,0.2233
0.33622,0.22523
0.35656,0.22646
0.35969,0.22989
0.36356,0.23126
0.362,0.2334
0.36396,0.23486
0.36344,0.23684
0.36559,0.23789
0.36459,0.23959
0.36776,0.24026
0.36654,0.24164
0.36607,0.24258
0.36624,0.24404
